"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0015399","GO:0015399","primary active transmembrane transporter activity","17/275","282/30629",9.04451645804118e-10,3.76580776162078e-08,2.82154293332194e-08,"P00405/P55096/P56392/P99028/Q8K3J1/Q91VD9/Q91WD5/Q99LC3/Q9CQ69/Q9CR68/Q9CXZ1/Q9D0M3/Q9D6J6/Q9DC70/Q9DCT2/Q9ERS2/Q9Z1P6",17
"GO:0016627","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","11/275","95/30629",1.00322739586148e-09,3.8289845608713e-08,2.86887834255124e-08,"P45952/P47934/P50544/P51174/Q07417/Q8BGC4/Q8K2B3/Q9CQ62/Q9CQA3/Q9DBL1/Q9DCS3",11
"GO:0051537","GO:0051537","2 iron, 2 sulfur cluster binding","8/275","37/30629",1.17529338008113e-09,4.14064898520891e-08,3.10239386159068e-08,"Q80Y14/Q8WTY4/Q91VD9/Q91WS0/Q9CQA3/Q9CR68/Q9D6J6/Q9D924",8
"GO:0016874","GO:0016874","ligase activity","15/275","250/30629",9.58727510925768e-09,3.13640857145716e-07,2.349963673397e-07,"E9Q4Z2/Q3U186/Q3ULD5/Q3URE1/Q5SUR0/Q8BYL4/Q8JZR0/Q91ZA3/Q99MN9/Q99MR8/Q99NB1/Q9WUA2/Q9WUM5/Q9Z2I8/Q9Z2I9",15
"GO:0016746","GO:0016746","acyltransferase activity","18/275","392/30629",2.06530031496347e-08,6.3060502950218e-07,4.72482738721468e-07,"O70310/P47934/P53395/Q61586/Q80X68/Q8BKZ9/Q8BMS1/Q8BWT1/Q8K2C8/Q8K3K7/Q8QZT1/Q8R4N0/Q91VT4/Q924X2/Q99JY0/Q9CZU6/Q9D2G2/Q9D517",18
"GO:0004176","GO:0004176","ATP-dependent peptidase activity","5/275","11/30629",2.4871211598497e-08,7.11938432006978e-07,5.33422038230924e-07,"Q3ULF4/Q8CGK3/Q8JZQ2/Q920A7/Q9JHS4",5
"GO:0050660","GO:0050660","flavin adenine dinucleotide binding","11/275","131/30629",3.0658964830903e-08,8.25988581914916e-07,6.18874460363738e-07,"P45952/P50544/P51174/Q07417/Q7TNG8/Q8BW75/Q8K2B3/Q8R1S0/Q99LC5/Q9DBL1/Q9Z0X1",11
"GO:0016421","GO:0016421","CoA carboxylase activity","5/275","13/30629",6.82709561087937e-08,1.73711654987931e-06,1.30153986499806e-06,"E9Q4Z2/Q3ULD5/Q91ZA3/Q99MN9/Q99MR8",5
"GO:0003995","GO:0003995","acyl-CoA dehydrogenase activity","5/275","15/30629",1.56970352016598e-07,3.78381164334747e-06,2.83503239653246e-06,"P45952/P50544/P51174/Q07417/Q9DBL1",5
"GO:0000062","GO:0000062","fatty-acyl-CoA binding","7/275","46/30629",1.72924053320595e-07,3.95996082104162e-06,2.96701270434284e-06,"P45952/P50544/P51174/Q07417/Q8BMS1/Q8VHQ9/Q9WUR2",7
"GO:1901567","GO:1901567","fatty acid derivative binding","7/275","47/30629",2.01635672198983e-07,4.39757799367307e-06,3.29489870360244e-06,"P45952/P50544/P51174/Q07417/Q8BMS1/Q8VHQ9/Q9WUR2",7
"GO:0016885","GO:0016885","ligase activity, forming carbon-carbon bonds","5/275","17/30629",3.18727742288753e-07,6.63533208946586e-06,4.97154277445615e-06,"E9Q4Z2/Q3ULD5/Q91ZA3/Q99MN9/Q99MR8",5
"GO:0120227","GO:0120227","acyl-CoA binding","7/275","52/30629",4.12816417691265e-07,8.22043127402606e-06,6.15918316555389e-06,"P45952/P50544/P51174/Q07417/Q8BMS1/Q8VHQ9/Q9WUR2",7
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","12/275","210/30629",4.98567476753115e-07,9.51432934803861e-06,7.12864023778576e-06,"P13707/P16125/P54071/P70404/Q64521/Q7TNG8/Q8BGC4/Q8BMS1/Q91VA7/Q91VT4/Q9D6R2/Q9JJZ2",12
"GO:0051539","GO:0051539","4 iron, 4 sulfur cluster binding","7/275","54/30629",5.38174974438015e-07,9.85936553170443e-06,7.38715964912812e-06,"Q8K3J1/Q8WTY4/Q91VD9/Q91WD5/Q99KI0/Q9CQA3/Q9DC70",7
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","12/275","224/30629",9.87963858995438e-07,1.74033633623043e-05,1.30395229972677e-05,"P13707/P16125/P54071/P70404/Q64521/Q7TNG8/Q8BGC4/Q8BMS1/Q91VA7/Q91VT4/Q9D6R2/Q9JJZ2",12
"GO:0003988","GO:0003988","acetyl-CoA C-acyltransferase activity","4/275","10/30629",1.27964106874047e-06,2.17065040549309e-05,1.62636642654734e-05,"Q8BMS1/Q8BWT1/Q8QZT1/Q99JY0",4
"GO:0016624","GO:0016624","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","4/275","11/30629",1.99665241567874e-06,3.26595287993166e-05,2.44702514101981e-05,"E9Q7L0/P35486/Q60597/Q9D051",4
"GO:0016747","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","14/275","335/30629",2.39104274618185e-06,3.77619854396996e-05,2.82932825863987e-05,"O70310/P47934/P53395/Q61586/Q8BMS1/Q8BWT1/Q8K2C8/Q8K3K7/Q8QZT1/Q91VT4/Q924X2/Q99JY0/Q9D2G2/Q9D517",14
"GO:0016878","GO:0016878","acid-thiol ligase activity","6/275","44/30629",2.62959197273976e-06,4.01451041171604e-05,3.00788415127425e-05,"Q3URE1/Q8JZR0/Q99NB1/Q9WUM5/Q9Z2I8/Q9Z2I9",6
"GO:0004300","GO:0004300","enoyl-CoA hydratase activity","4/275","12/30629",2.97381689735983e-06,4.25627543434625e-05,3.1890273307214e-05,"P42125/Q8BH95/Q8BMS1/Q9JJZ2",4
"GO:0016679","GO:0016679","oxidoreductase activity, acting on diphenols and related substances as donors","4/275","12/30629",2.97381689735983e-06,4.25627543434625e-05,3.1890273307214e-05,"P99028/Q9CQ69/Q9CR68/Q9D0M3",4
"GO:0016903","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","8/275","101/30629",3.74726218750945e-06,5.20074570266463e-05,3.89667455543248e-05,"E9Q7L0/P35486/Q60597/Q8BKZ9/Q8CHT0/Q9D051/Q9EQ20/Q9Z2I8",8
"GO:0048038","GO:0048038","quinone binding","5/275","27/30629",3.8634662758372e-06,5.20431633627482e-05,3.89934986353848e-05,"E9Q3H6/Q3THF9/Q91VT4/Q91WD5/Q9DC70",5
"GO:0051287","GO:0051287","NAD binding","8/275","108/30629",6.18370156153886e-06,8.09181518624228e-05,6.06281717011028e-05,"P13707/P16125/P50247/P54071/P70404/Q8BMS1/Q91WD5/Q9D6R2",8
"GO:0016620","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","7/275","85/30629",1.1836101743152e-05,0.000150581516621212,0.000112823659890865,"P35486/Q60597/Q8BKZ9/Q8CHT0/Q9D051/Q9EQ20/Q9Z2I8",7
"GO:0016877","GO:0016877","ligase activity, forming carbon-sulfur bonds","6/275","62/30629",2.00045237525317e-05,0.000247623564288096,0.000185532709625188,"Q3URE1/Q8JZR0/Q99NB1/Q9WUM5/Q9Z2I8/Q9Z2I9",6
"GO:0015078","GO:0015078","proton transmembrane transporter activity","9/275","175/30629",3.12877396019951e-05,0.000377099598360888,0.00028254302244461,"P00405/P14142/P51881/P56392/P99028/Q9CQ69/Q9CR68/Q9D0M3/Q9Z2I0",9
"GO:0043021","GO:0043021","ribonucleoprotein complex binding","11/275","267/30629",3.30475971005177e-05,0.000388097422359926,0.000290783175567308,"A2AGT5/E9PV04/Q14C51/Q8BGD9/Q8K0Z7/Q91VC3/Q924L1/Q9CY58/Q9D880/Q9WUK2/Q9Z2I0",11
"GO:0016887","GO:0016887","ATP hydrolysis activity","13/275","370/30629",3.4199955328718e-05,0.000391589488513821,0.000293399616767423,"P38647/P55096/P63038/Q3ULF4/Q3V384/Q61699/Q8CC88/Q8CGK3/Q8JZQ2/Q920A7/Q925I1/Q9CQN1/Q9JHS4",13
"GO:0043531","GO:0043531","ADP binding","6/275","70/30629",4.01832204098178e-05,0.000448875974334062,0.000336321690721453,"P09041/P09411/P52480/Q60936/Q8CGK3/Q9JMH9",6
"GO:0008374","GO:0008374","O-acyltransferase activity","6/275","79/30629",7.96366246027305e-05,0.000866410659638974,0.00064916082519491,"P47934/Q61586/Q8K2C8/Q8K3K7/Q924X2/Q9D517",6
"GO:0016408","GO:0016408","C-acyltransferase activity","4/275","26/30629",8.13442322368469e-05,0.000866410659638974,0.00064916082519491,"Q8BMS1/Q8BWT1/Q8QZT1/Q99JY0",4
"GO:0005536","GO:0005536","glucose binding","4/275","27/30629",9.48191480561529e-05,0.000986981132039046,0.000739498618811144,"O08528/Q8VCB3/Q9ET01/Q9Z1E4",4
"GO:0016836","GO:0016836","hydro-lyase activity","6/275","96/30629",0.00023391762576089,0.00238076161329973,0.00178379288884328,"P42125/P97807/Q8BH95/Q8BMS1/Q99KI0/Q9JJZ2",6
"GO:0008135","GO:0008135","translation factor activity, RNA binding","7/275","143/30629",0.000322487293321075,0.00321085174654461,0.00240574044903136,"Q05D44/Q6NZJ6/Q8BFR5/Q8BGD9/Q8K0D5/Q9WUK2/Q9Z1D1",7
"GO:0045182","GO:0045182","translation regulator activity","9/275","239/30629",0.0003332097020529,0.00324702220298358,0.00243284127366731,"E9PV04/Q05D44/Q6NZJ6/Q8BFR5/Q8BGD9/Q8K0D5/Q91VC3/Q9WUK2/Q9Z1D1",9
"GO:0008514","GO:0008514","organic anion transmembrane transporter activity","10/275","301/30629",0.000425859314166464,0.00406340762267168,0.00304452053548832,"O88343/P51881/P53986/P63030/Q8R0Y8/Q925N0/Q9CR62/Q9D023/Q9D6M3/Q9DB41",10
"GO:0016835","GO:0016835","carbon-oxygen lyase activity","6/275","121/30629",0.000805020305323948,0.00752447550690548,0.00563773618766073,"P42125/P97807/Q8BH95/Q8BMS1/Q99KI0/Q9JJZ2",6
"GO:0090079","GO:0090079","translation regulator activity, nucleic acid binding","7/275","175/30629",0.00106989812860403,0.00980026685801292,0.00734287978789293,"Q05D44/Q6NZJ6/Q8BFR5/Q8BGD9/Q8K0D5/Q9WUK2/Q9Z1D1",7
"GO:0015556","GO:0015556","C4-dicarboxylate transmembrane transporter activity","3/275","23/30629",0.00110992480424103,0.00996756000671353,0.00746822468901083,"Q9CR62/Q9D6M3/Q9DB41",3
"GO:0022853","GO:0022853","active ion transmembrane transporter activity","11/275","417/30629",0.00148446790791554,0.0130747365735638,0.00979628619393654,"O88343/P00405/P14142/P51881/P56392/P99028/Q9CQ69/Q9CR68/Q9D0M3/Q9WVL3/Q9Z2I0",11
"GO:0003743","GO:0003743","translation initiation factor activity","5/275","94/30629",0.0016112712142877,0.013923815398939,0.0104324610895291,"Q05D44/Q6NZJ6/Q8BGD9/Q9WUK2/Q9Z1D1",5
"GO:0051018","GO:0051018","protein kinase A binding","5/275","97/30629",0.00185109475169865,0.0157000258569996,0.0117632921842838,"A2A5R2/O08715/O54931/Q8BR92/Q9DBR0",5
"GO:0008509","GO:0008509","anion transmembrane transporter activity","12/275","498/30629",0.00196322632512198,0.0163483210346522,0.0122490293203783,"O88343/P51881/P53986/P63030/Q60930/Q8R0Y8/Q925N0/Q9CR62/Q9D023/Q9D6M3/Q9DB41/Q9WVL3",12
"GO:0043024","GO:0043024","ribosomal small subunit binding","3/275","30/30629",0.00242931901197767,0.0198683590622459,0.0148864285320436,"Q14C51/Q8BGD9/Q9WUK2",3
"GO:0016453","GO:0016453","C-acetyltransferase activity","2/275","10/30629",0.00344658631412234,0.0268807130730398,0.0201404561291909,"Q8BWT1/Q8QZT1",2
"GO:0048039","GO:0048039","ubiquinone binding","2/275","10/30629",0.00344658631412234,0.0268807130730398,0.0201404561291909,"E9Q3H6/Q3THF9",2
"GO:0015291","GO:0015291","secondary active transmembrane transporter activity","10/275","399/30629",0.00346279928233482,0.0268807130730398,0.0201404561291909,"O88343/P14142/P51881/P53986/Q8VEM8/Q9CR62/Q9D6M3/Q9DB41/Q9WVL3/Q9Z2I0",10
"GO:0003997","GO:0003997","acyl-CoA oxidase activity","2/275","11/30629",0.00418760720128256,0.03144137865881,0.023557548707819,"P47934/P51174",2
"GO:0015217","GO:0015217","ADP transmembrane transporter activity","2/275","11/30629",0.00418760720128256,0.03144137865881,0.023557548707819,"P51881/Q8R0Y8",2
"GO:0003727","GO:0003727","single-stranded RNA binding","6/275","173/30629",0.00486254782539444,0.0355967227750165,0.0266709529410604,"E9PV04/Q8BGD9/Q8BWW4/Q8CGK3/Q91VC3/Q9WUK2",6
"GO:0003924","GO:0003924","GTPase activity","11/275","489/30629",0.00498534033618161,0.0355967227750165,0.0266709529410604,"P16332/P58281/P68368/Q05D44/Q80U63/Q80UG5/Q8BFR5/Q8K0D5/Q8K1M6/Q8R2Q4/Q9JJZ2",11
"GO:0004971","GO:0004971","AMPA glutamate receptor activity","2/275","12/30629",0.00499546227682519,0.0355967227750165,0.0266709529410604,"P23819/Q9Z2W8",2
"GO:0015293","GO:0015293","symporter activity","7/275","231/30629",0.00505193663837571,0.0355967227750165,0.0266709529410604,"O88343/P14142/P53986/Q8VEM8/Q9D6M3/Q9DB41/Q9WVL3",7
"GO:0035368","GO:0035368","selenocysteine insertion sequence binding","2/275","13/30629",0.00586890054180331,0.0399565273805858,0.0299375498185957,"E9PV04/Q91VC3",2
"GO:0016405","GO:0016405","CoA-ligase activity","3/275","41/30629",0.00593241017877693,0.0399565273805858,0.0299375498185957,"Q3URE1/Q8JZR0/Q99NB1",3
"GO:0051787","GO:0051787","misfolded protein binding","3/275","41/30629",0.00593241017877693,0.0399565273805858,0.0299375498185957,"P38647/Q9ER39/Q9Z2V5",3
"GO:0051087","GO:0051087","chaperone binding","6/275","181/30629",0.00603646593660896,0.0400681362169116,0.0300211730790926,"O35857/P10637/P38647/P63038/Q99LP6/Q9D2G2",6
"GO:0016790","GO:0016790","thiolester hydrolase activity","4/275","81/30629",0.00615798280599993,0.0402908017878281,0.0301880059361801,"P55096/Q8BWT1/Q8VHQ9/Q9EQ20",4
"GO:0016853","GO:0016853","isomerase activity","7/275","242/30629",0.0064709566728357,0.0417422275515317,0.0312754911096284,"P16332/P42125/P45952/P63038/Q04750/Q9DBJ1/Q9WUR2",7
"GO:0015101","GO:0015101","organic cation transmembrane transporter activity","3/275","43/30629",0.00677823658838045,0.0427049735957442,0.031996831515083,"Q8R0Y8/Q9DAM5/Q9Z2Z6",3
"GO:0035251","GO:0035251","UDP-glucosyltransferase activity","2/275","14/30629",0.0068066879311994,0.0427049735957442,0.031996831515083,"Q8VCB3/Q9Z1E4",2
"GO:0005310","GO:0005310","dicarboxylic acid transmembrane transporter activity","3/275","45/30629",0.00769212624347825,0.0458446674042412,0.0343492566623365,"Q9CR62/Q9D6M3/Q9DB41",3
"GO:0034237","GO:0034237","protein kinase A regulatory subunit binding","3/275","45/30629",0.00769212624347825,0.0458446674042412,0.0343492566623365,"A2A5R2/O08715/Q9DBR0",3
"GO:0004679","GO:0004679","AMP-activated protein kinase activity","2/275","15/30629",0.00780760711251269,0.0458446674042412,0.0343492566623365,"Q8BRK8/Q9R078",2
"GO:0015183","GO:0015183","L-aspartate transmembrane transporter activity","2/275","15/30629",0.00780760711251269,0.0458446674042412,0.0343492566623365,"Q9D6M3/Q9DB41",2
"GO:0016634","GO:0016634","oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor","2/275","15/30629",0.00780760711251269,0.0458446674042412,0.0343492566623365,"P47934/P51174",2
"GO:0050997","GO:0050997","quaternary ammonium group binding","3/275","47/30629",0.00867528690940149,0.0501564128055853,0.0375798450347525,"P06728/Q60597/Q60930",3
"GO:0005347","GO:0005347","ATP transmembrane transporter activity","2/275","16/30629",0.00887045728657731,0.0501564128055853,0.0375798450347525,"P51881/Q8R0Y8",2
"GO:0033592","GO:0033592","RNA strand annealing activity","2/275","16/30629",0.00887045728657731,0.0501564128055853,0.0375798450347525,"Q8BGD9/Q9WUK2",2
"GO:0047617","GO:0047617","acyl-CoA hydrolase activity","3/275","48/30629",0.009193184728474,0.0513473000687938,0.038472120943293,"P55096/Q8BWT1/Q8VHQ9",3
"GO:0000774","GO:0000774","adenyl-nucleotide exchange factor activity","2/275","17/30629",0.00999405399058744,0.053969753208762,0.0404370019445102,"Q61699/Q99LP6",2
"GO:0019107","GO:0019107","myristoyltransferase activity","2/275","17/30629",0.00999405399058744,0.053969753208762,0.0404370019445102,"O70310/Q99JY0",2
"GO:0046943","GO:0046943","carboxylic acid transmembrane transporter activity","7/275","264/30629",0.0101713127002143,0.053969753208762,0.0404370019445102,"P53986/P63030/Q925N0/Q9CR62/Q9D023/Q9D6M3/Q9DB41",7
"GO:0016289","GO:0016289","CoA hydrolase activity","3/275","50/30629",0.0102822266548267,0.053969753208762,0.0404370019445102,"P55096/Q8BWT1/Q8VHQ9",3
"GO:0016628","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","3/275","50/30629",0.0102822266548267,0.053969753208762,0.0404370019445102,"Q8BGC4/Q9CQ62/Q9DCS3",3
"GO:0005342","GO:0005342","organic acid transmembrane transporter activity","7/275","265/30629",0.0103697342409848,0.053969753208762,0.0404370019445102,"P53986/P63030/Q925N0/Q9CR62/Q9D023/Q9D6M3/Q9DB41",7
"GO:0051082","GO:0051082","unfolded protein binding","5/275","147/30629",0.0107025887454442,0.0550762432068929,0.0412660429451783,"P38647/Q99LP6/Q9CQN1/Q9ER39/Q9JHS4",5
"GO:0003841","GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity","2/275","18/30629",0.0111772289033062,0.0562546245902666,0.0421489487851687,"Q8K3K7/Q9D517",2
"GO:0060590","GO:0060590","ATPase regulator activity","2/275","18/30629",0.0111772289033062,0.0562546245902666,0.0421489487851687,"Q61699/Q99LP6",2
"GO:0030955","GO:0030955","potassium ion binding","2/275","19/30629",0.0124188296524355,0.061824173704516,0.0463219504198396,"P52480/Q8QZT1",2
"GO:0048029","GO:0048029","monosaccharide binding","5/275","155/30629",0.0132214974774841,0.0651123209106204,0.0487856047273323,"O08528/Q8VCB3/Q93092/Q9ET01/Q9Z1E4",5
"GO:0046527","GO:0046527","glucosyltransferase activity","2/275","20/30629",0.013717719624123,0.066837399870727,0.0500781253915353,"Q8VCB3/Q9Z1E4",2
"GO:0008143","GO:0008143","poly(A) binding","3/275","57/30629",0.0146634098272006,0.0706930705353459,0.052966998378586,"E9PV04/Q8BWW4/Q91VC3",3
"GO:0043022","GO:0043022","ribosome binding","4/275","108/30629",0.0164566337501343,0.0785118568495992,0.05882524783491,"Q8K0Z7/Q924L1/Q9CY58/Q9Z2I0",4
"GO:0000295","GO:0000295","adenine nucleotide transmembrane transporter activity","2/275","23/30629",0.0179469911713997,0.0825212261072562,0.0618292799608493,"P51881/Q8R0Y8",2
"GO:0005346","GO:0005346","purine ribonucleotide transmembrane transporter activity","2/275","23/30629",0.0179469911713997,0.0825212261072562,0.0618292799608493,"P51881/Q8R0Y8",2
"GO:0042171","GO:0042171","lysophosphatidic acid acyltransferase activity","2/275","23/30629",0.0179469911713997,0.0825212261072562,0.0618292799608493,"Q8K3K7/Q9D517",2
"GO:0016829","GO:0016829","lyase activity","7/275","296/30629",0.0180177349579162,0.0825212261072562,0.0618292799608493,"P42125/P97807/Q8BH95/Q8BMS1/Q8R4N0/Q99KI0/Q9JJZ2",7
"GO:0008022","GO:0008022","protein C-terminus binding","9/275","444/30629",0.0195940310407516,0.088852140759052,0.0665727370430957,"O35129/O70305/P11881/P39447/P48193/P67778/Q3TLH4/Q811D0/Q91XM9",9
"GO:0071949","GO:0071949","FAD binding","3/275","64/30629",0.019948796732657,0.0895740088584009,0.0671135989148212,"Q7TNG8/Q8R1S0/Q9Z0X1",3
"GO:0003735","GO:0003735","structural constituent of ribosome","6/275","236/30629",0.0202271184966592,0.089941944383203,0.0673892757272447,"P62270/Q61733/Q8BJZ4/Q9CR88/Q9D7N3/Q9Z1P6",6
"GO:0098919","GO:0098919","structural constituent of postsynaptic density","2/275","25/30629",0.0210328058667425,0.0917430960663627,0.0687387941108578,"Q811D0/Q91XM9",2
"GO:0102991","GO:0102991","myristoyl-CoA hydrolase activity","2/275","25/30629",0.0210328058667425,0.0917430960663627,0.0687387941108578,"Q8BWT1/Q8VHQ9",2
"GO:0004812","GO:0004812","aminoacyl-tRNA ligase activity","3/275","67/30629",0.0224941202319523,0.0951817334606194,0.0713152036501078,"Q3U186/Q8BYL4/Q9WUA2",3
"GO:0016875","GO:0016875","ligase activity, forming carbon-oxygen bonds","3/275","67/30629",0.0224941202319523,0.0951817334606194,0.0713152036501078,"Q3U186/Q8BYL4/Q9WUA2",3
"GO:0070402","GO:0070402","NADPH binding","2/275","26/30629",0.0226524212821125,0.0951817334606194,0.0713152036501078,"Q91VT4/Q9CQ62",2
"GO:0098879","GO:0098879","structural constituent of postsynaptic specialization","2/275","26/30629",0.0226524212821125,0.0951817334606194,0.0713152036501078,"Q811D0/Q91XM9",2
"GO:0003746","GO:0003746","translation elongation factor activity","2/275","27/30629",0.0243217952967547,0.101267111326488,0.0758746915477705,"Q8BFR5/Q8K0D5",2
"GO:0015216","GO:0015216","purine nucleotide transmembrane transporter activity","2/275","28/30629",0.026039910755815,0.104616483562836,0.0783842188956203,"P51881/Q8R0Y8",2
"GO:0015278","GO:0015278","calcium-release channel activity","2/275","28/30629",0.026039910755815,0.104616483562836,0.0783842188956203,"P11881/Q9Z329",2
"GO:0016208","GO:0016208","AMP binding","2/275","28/30629",0.026039910755815,0.104616483562836,0.0783842188956203,"Q99NB1/Q9ET01",2
"GO:0016863","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds","2/275","28/30629",0.026039910755815,0.104616483562836,0.0783842188956203,"P42125/Q9WUR2",2
"GO:0004129","GO:0004129","cytochrome-c oxidase activity","2/275","29/30629",0.0278057646409902,0.109784829358393,0.0822566177219857,"P00405/P56392",2
"GO:0016411","GO:0016411","acylglycerol O-acyltransferase activity","2/275","29/30629",0.0278057646409902,0.109784829358393,0.0822566177219857,"Q8K3K7/Q9D517",2
"GO:0070717","GO:0070717","poly-purine tract binding","3/275","73/30629",0.0280900306430371,0.109959265252231,0.0823873143466495,"E9PV04/Q8BWW4/Q91VC3",3
"GO:0005313","GO:0005313","L-glutamate transmembrane transporter activity","2/275","30/30629",0.0296183679002054,0.113043437485784,0.0846981397847979,"Q9D6M3/Q9DB41",2
"GO:0016675","GO:0016675","oxidoreductase activity, acting on a heme group of donors","2/275","30/30629",0.0296183679002054,0.113043437485784,0.0846981397847979,"P00405/P56392",2
"GO:0071617","GO:0071617","lysophospholipid acyltransferase activity","2/275","30/30629",0.0296183679002054,0.113043437485784,0.0846981397847979,"Q8K3K7/Q9D517",2
"GO:0048487","GO:0048487","beta-tubulin binding","3/275","76/30629",0.0311396955354195,0.117867607894398,0.0883126641543866,"O08715/Q6PB66/Q9Z2V5",3
"GO:0015215","GO:0015215","nucleotide transmembrane transporter activity","2/275","33/30629",0.0353269893710545,0.130481944612443,0.0977639943545311,"P51881/Q8R0Y8",2
"GO:0015645","GO:0015645","fatty acid ligase activity","2/275","33/30629",0.0353269893710545,0.130481944612443,0.0977639943545311,"Q3URE1/Q8JZR0",2
"GO:0016290","GO:0016290","palmitoyl-CoA hydrolase activity","2/275","33/30629",0.0353269893710545,0.130481944612443,0.0977639943545311,"Q8BWT1/Q8VHQ9",2
"GO:0008017","GO:0008017","microtubule binding","9/275","498/30629",0.0369299728190051,0.135311420408835,0.101382493802069,"A2AGT5/O08715/P10637/P58281/P70302/Q3TCJ8/Q3UJU9/Q8K1M6/Q9Z2V5",9
"GO:0004970","GO:0004970","ionotropic glutamate receptor activity","2/275","35/30629",0.0393489645563714,0.140795513803266,0.10549146747843,"P23819/Q9Z2W8",2
"GO:0034185","GO:0034185","apolipoprotein binding","2/275","35/30629",0.0393489645563714,0.140795513803266,0.10549146747843,"P10637/P63038",2
