"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..cellular.component.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","Subcellular.location..CC.","Transmembrane","Protein","INT_F.1","INT_F.2","INT_M.1","INT_M.2","pvalue","log2FC","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","Gene"
"781","Q63836","Q63836","reviewed","SBP2_MOUSE","Selenium-binding protein 2 (56 kDa acetaminophen-binding protein) (AP56)","Selenbp2 Lpsb2","Mus musculus (Mouse)",472,"protein transport [GO:0015031]","cytosol [GO:0005829]; fibrillar center [GO:0001650]; membrane [GO:0016020]; nucleolus [GO:0005730]","cytosol [GO:0005829]; fibrillar center [GO:0001650]; membrane [GO:0016020]; nucleolus [GO:0005730]; methanethiol oxidase activity [GO:0018549]; selenium binding [GO:0008430]; protein transport [GO:0015031]","methanethiol oxidase activity [GO:0018549]; selenium binding [GO:0008430]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytosol. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=May associate with Golgi membrane. May associate with the membrane of autophagosomes (By similarity). {ECO:0000250}.","","Q63836;P17563",16.57018014,17.11771279,16.73769855,16.50531845,0.695733985,0.222437961,0.222437961,0.695733985,0.99991031,"Selenbp2"
"782","Q63850","Q63850","reviewed","NUP62_MOUSE","Nuclear pore glycoprotein p62 (62 kDa nucleoporin) (Nucleoporin Nup62)","Nup62","Mus musculus (Mouse)",526,"cell migration [GO:0016477]; cell surface receptor signaling pathway [GO:0007166]; cellular senescence [GO:0090398]; centriole assembly [GO:0098534]; centrosome cycle [GO:0007098]; mitotic centrosome separation [GO:0007100]; mitotic metaphase chromosome alignment [GO:0007080]; mRNA transport [GO:0051028]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of programmed cell death [GO:0043069]; negative regulation of Ras protein signal transduction [GO:0046580]; nucleocytoplasmic transport [GO:0006913]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of centriole replication [GO:0046601]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of mitotic cytokinetic process [GO:1903438]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of protein localization to centrosome [GO:1904781]; protein import into nucleus [GO:0006606]; regulation of mitotic spindle organization [GO:0060236]; regulation of protein import into nucleus [GO:0042306]; RNA export from nucleus [GO:0006405]; spermatogenesis [GO:0007283]","annulate lamellae [GO:0005642]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; Flemming body [GO:0090543]; mitotic spindle [GO:0072686]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore central transport channel [GO:0044613]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; spindle pole [GO:0000922]","annulate lamellae [GO:0005642]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; Flemming body [GO:0090543]; mitotic spindle [GO:0072686]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore central transport channel [GO:0044613]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; spindle pole [GO:0000922]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; kinesin binding [GO:0019894]; nuclear thyroid hormone receptor binding [GO:0046966]; phospholipid binding [GO:0005543]; protein-containing complex binding [GO:0044877]; PTB domain binding [GO:0051425]; SH2 domain binding [GO:0042169]; signaling receptor complex adaptor activity [GO:0030159]; structural constituent of nuclear pore [GO:0017056]; ubiquitin binding [GO:0043130]; cell migration [GO:0016477]; cell surface receptor signaling pathway [GO:0007166]; cellular senescence [GO:0090398]; centriole assembly [GO:0098534]; centrosome cycle [GO:0007098]; mitotic centrosome separation [GO:0007100]; mitotic metaphase chromosome alignment [GO:0007080]; mRNA transport [GO:0051028]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of programmed cell death [GO:0043069]; negative regulation of Ras protein signal transduction [GO:0046580]; nucleocytoplasmic transport [GO:0006913]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of centriole replication [GO:0046601]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of mitotic cytokinetic process [GO:1903438]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of protein localization to centrosome [GO:1904781]; protein import into nucleus [GO:0006606]; regulation of mitotic spindle organization [GO:0060236]; regulation of protein import into nucleus [GO:0042306]; RNA export from nucleus [GO:0006405]; spermatogenesis [GO:0007283]","Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; kinesin binding [GO:0019894]; nuclear thyroid hormone receptor binding [GO:0046966]; phospholipid binding [GO:0005543]; protein-containing complex binding [GO:0044877]; PTB domain binding [GO:0051425]; SH2 domain binding [GO:0042169]; signaling receptor complex adaptor activity [GO:0030159]; structural constituent of nuclear pore [GO:0017056]; ubiquitin binding [GO:0043130]","SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:P37198}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:P37198}. Nucleus envelope {ECO:0000250|UniProtKB:P37198}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:P37198}. Note=Central region of the nuclear pore, within the transporter. During mitotic cell division, it associates with the poles of the mitotic spindle. {ECO:0000250|UniProtKB:P37198}.","","Q63850",14.74794958,15.84269186,14.94351945,14.94259043,0.608129703,0.35226578,0.35226578,0.608129703,0.99991031,"Nup62"
"783","Q63918","Q63918","reviewed","CAVN2_MOUSE","Caveolae-associated protein 2 (Cavin-2) (Phosphatidylserine-binding protein) (Serum deprivation-response protein)","Cavin2 Sdpr Sdr","Mus musculus (Mouse)",418,"plasma membrane tubulation [GO:0097320]; positive regulation of transcription by RNA polymerase II [GO:0045944]","caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]","caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; phosphatidylserine binding [GO:0001786]; protein kinase C binding [GO:0005080]; plasma membrane tubulation [GO:0097320]; positive regulation of transcription by RNA polymerase II [GO:0045944]","phosphatidylserine binding [GO:0001786]; protein kinase C binding [GO:0005080]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:18332105, ECO:0000269|PubMed:19546242}. Membrane, caveola {ECO:0000269|PubMed:19546242}. Note=Localizes in the caveolae in a caveolin-dependent manner. {ECO:0000269|PubMed:19546242}.","","Q63918",15.78223194,16.08144183,15.79833554,15.8481371,0.833896044,0.108600566,0.108600566,0.833896044,0.99991031,"Cavin2"
"784","Q63932","Q63932","reviewed","MP2K2_MOUSE","Dual specificity mitogen-activated protein kinase kinase 2 (MAP kinase kinase 2) (MAPKK 2) (EC 2.7.12.2) (ERK activator kinase 2) (MAPK/ERK kinase 2) (MEK 2)","Map2k2 Mek2 Mkk2 Prkmk2","Mus musculus (Mouse)",401,"epithelial cell proliferation involved in lung morphogenesis [GO:0060502]; ERK1 and ERK2 cascade [GO:0070371]; face development [GO:0060324]; heart development [GO:0007507]; insulin-like growth factor receptor signaling pathway [GO:0048009]; lung morphogenesis [GO:0060425]; MAPK cascade [GO:0000165]; negative regulation of gene expression [GO:0010629]; phosphorylation [GO:0016310]; positive regulation of axonogenesis [GO:0050772]; positive regulation of cell motility [GO:2000147]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; regulation of axon regeneration [GO:0048679]; regulation of early endosome to late endosome transport [GO:2000641]; regulation of Golgi inheritance [GO:0090170]; regulation of stress-activated MAPK cascade [GO:0032872]; response to ischemia [GO:0002931]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; trachea formation [GO:0060440]","cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; microtubule [GO:0005874]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]","cell cortex [GO:0005938]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; Golgi apparatus [GO:0005794]; late endosome [GO:0005770]; microtubule [GO:0005874]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; MAP-kinase scaffold activity [GO:0005078]; metal ion binding [GO:0046872]; molecular adaptor activity [GO:0060090]; PDZ domain binding [GO:0030165]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein tyrosine kinase activity [GO:0004713]; scaffold protein binding [GO:0097110]; epithelial cell proliferation involved in lung morphogenesis [GO:0060502]; ERK1 and ERK2 cascade [GO:0070371]; face development [GO:0060324]; heart development [GO:0007507]; insulin-like growth factor receptor signaling pathway [GO:0048009]; lung morphogenesis [GO:0060425]; MAPK cascade [GO:0000165]; negative regulation of gene expression [GO:0010629]; phosphorylation [GO:0016310]; positive regulation of axonogenesis [GO:0050772]; positive regulation of cell motility [GO:2000147]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; regulation of axon regeneration [GO:0048679]; regulation of early endosome to late endosome transport [GO:2000641]; regulation of Golgi inheritance [GO:0090170]; regulation of stress-activated MAPK cascade [GO:0032872]; response to ischemia [GO:0002931]; thymus development [GO:0048538]; thyroid gland development [GO:0030878]; trachea formation [GO:0060440]","ATP binding [GO:0005524]; MAP kinase kinase activity [GO:0004708]; MAP-kinase scaffold activity [GO:0005078]; metal ion binding [GO:0046872]; molecular adaptor activity [GO:0060090]; PDZ domain binding [GO:0030165]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activator activity [GO:0043539]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein tyrosine kinase activity [GO:0004713]; scaffold protein binding [GO:0097110]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10409742}. Membrane {ECO:0000269|PubMed:10409742}; Peripheral membrane protein {ECO:0000269|PubMed:10409742}. Note=Membrane localization is probably regulated by its interaction with KSR1. {ECO:0000269|PubMed:10409742}.","","Q63932",17.14090963,18.21195482,17.44095025,17.5448739,0.816345772,0.18352015,0.18352015,0.816345772,0.99991031,"Map2k2"
"785","Q64012","Q64012","reviewed","RALY_MOUSE","RNA-binding protein Raly (Maternally-expressed hnRNP C-related protein) (hnRNP associated with lethal yellow protein)","Raly Merc","Mus musculus (Mouse)",312,"cholesterol homeostasis [GO:0042632]; mRNA processing [GO:0006397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; RNA splicing [GO:0008380]","catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634]","catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634]; RNA binding [GO:0003723]; transcription coregulator activity [GO:0003712]; cholesterol homeostasis [GO:0042632]; mRNA processing [GO:0006397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; RNA splicing [GO:0008380]","RNA binding [GO:0003723]; transcription coregulator activity [GO:0003712]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:27251289}.","","Q64012",15.21245839,16.22268172,15.27659699,15.53168605,0.569864958,0.313428533,0.313428533,0.569864958,0.99991031,"Raly"
"786","Q64133","Q64133","reviewed","AOFA_MOUSE","Amine oxidase [flavin-containing] A (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A)","Maoa","Mus musculus (Mouse)",526,"dopamine catabolic process [GO:0042420]; neurotransmitter catabolic process [GO:0042135]; phenylethylamine metabolic process [GO:0042443]; positive regulation of signal transduction [GO:0009967]; serotonin metabolic process [GO:0042428]","cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]","cytosol [GO:0005829]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; aliphatic amine oxidase activity [GO:0052595]; flavin adenine dinucleotide binding [GO:0050660]; monoamine oxidase activity [GO:0097621]; phenethylamine:oxygen oxidoreductase (deaminating) activity [GO:0052596]; primary amine oxidase activity [GO:0008131]; serotonin binding [GO:0051378]; dopamine catabolic process [GO:0042420]; neurotransmitter catabolic process [GO:0042135]; phenylethylamine metabolic process [GO:0042443]; positive regulation of signal transduction [GO:0009967]; serotonin metabolic process [GO:0042428]","aliphatic amine oxidase activity [GO:0052595]; flavin adenine dinucleotide binding [GO:0050660]; monoamine oxidase activity [GO:0097621]; phenethylamine:oxygen oxidoreductase (deaminating) activity [GO:0052596]; primary amine oxidase activity [GO:0008131]; serotonin binding [GO:0051378]","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:P21396}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:P21396}; Cytoplasmic side {ECO:0000250|UniProtKB:P21396}.","TRANSMEM 498..518; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000250","Q64133",14.2442895,15.39104216,14.47889599,14.66838642,0.749016862,0.244024621,0.244024621,0.749016862,0.99991031,"Maoa"
"787","Q64213","Q64213","reviewed","SF01_MOUSE","Splicing factor 1 (CW17) (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (mZFM) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)","Sf1 Zfm1 Zfp162","Mus musculus (Mouse)",653,"Leydig cell differentiation [GO:0033327]; male sex determination [GO:0030238]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of smooth muscle cell proliferation [GO:0048662]; nuclear body organization [GO:0030575]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of steroid biosynthetic process [GO:0050810]","cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2AF complex [GO:0089701]","cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U2AF complex [GO:0089701]; identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; Leydig cell differentiation [GO:0033327]; male sex determination [GO:0030238]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of smooth muscle cell proliferation [GO:0048662]; nuclear body organization [GO:0030575]; regulation of mRNA splicing, via spliceosome [GO:0048024]; regulation of steroid biosynthetic process [GO:0050810]","identical protein binding [GO:0042802]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]","SUBCELLULAR LOCATION: Nucleus.","","Q64213",14.97486267,15.87048513,15.45011579,15.4408043,0.972493315,-0.022786143,-0.022786143,0.972493315,0.99991031,"Sf1"
"788","Q64282","Q64282","reviewed","IFIT1_MOUSE","Interferon-induced protein with tetratricopeptide repeats 1 (IFIT-1) (Glucocorticoid-attenuated response gene 16 protein) (GARG-16) (Interferon-induced 56 kDa protein) (IFI-56K) (P56)","Ifit1 Garg16 Ifi56 Isg56","Mus musculus (Mouse)",463,"cellular response to interferon-alpha [GO:0035457]; cellular response to interferon-beta [GO:0035458]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; response to bacterium [GO:0009617]; response to virus [GO:0009615]","cytoplasm [GO:0005737]; cytosol [GO:0005829]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; RNA binding [GO:0003723]; cellular response to interferon-alpha [GO:0035457]; cellular response to interferon-beta [GO:0035458]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; response to bacterium [GO:0009617]; response to virus [GO:0009615]","RNA binding [GO:0003723]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19856081}.","","Q64282",12.07276905,12.11110306,10.49924796,12.75909756,0.639482875,0.46276329,0.46276329,0.639482875,0.99991031,"Ifit1"
"789","Q64310","Q64310","reviewed","SURF4_MOUSE","Surfeit locus protein 4","Surf4 Surf-4","Mus musculus (Mouse)",269,"Golgi organization [GO:0007030]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; positive regulation of organelle organization [GO:0010638]; regulation of lipid transport [GO:0032368]","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nuclear membrane [GO:0031965]","cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; nuclear membrane [GO:0031965]; cargo receptor activity [GO:0038024]; Golgi organization [GO:0007030]; lipid homeostasis [GO:0055088]; lipoprotein transport [GO:0042953]; positive regulation of organelle organization [GO:0010638]; regulation of lipid transport [GO:0032368]","cargo receptor activity [GO:0038024]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O15260}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:O15260}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000250|UniProtKB:O15260}; Multi-pass membrane protein {ECO:0000255}. Note=Cycles between the endoplasmic reticulum and the Golgi. {ECO:0000250|UniProtKB:O15260}.","TRANSMEM 65..85; /note=Helical; /evidence=ECO:0000255; TRANSMEM 92..112; /note=Helical; /evidence=ECO:0000255; TRANSMEM 179..199; /note=Helical; /evidence=ECO:0000255; TRANSMEM 203..223; /note=Helical; /evidence=ECO:0000255; TRANSMEM 242..262; /note=Helical; /evidence=ECO:0000255","Q64310",14.18541749,15.18437174,14.11536884,14.4763032,0.547768929,0.389058594,0.389058594,0.547768929,0.99991031,"Surf4"
"790","Q64331","Q64331","reviewed","MYO6_MOUSE","Unconventional myosin-VI (Protein twist) (Unconventional myosin-6)","Myo6 Sv","Mus musculus (Mouse)",1262,"actin filament organization [GO:0007015]; cellular response to electrical stimulus [GO:0071257]; chemical synaptic transmission [GO:0007268]; dendrite development [GO:0016358]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocytosis [GO:0006897]; glutamate secretion [GO:0014047]; inner ear auditory receptor cell differentiation [GO:0042491]; inner ear development [GO:0048839]; inner ear morphogenesis [GO:0042472]; locomotory behavior [GO:0007626]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; protein targeting [GO:0006605]; regulation of secretion [GO:0051046]; regulation of synaptic plasticity [GO:0048167]; response to xenobiotic stimulus [GO:0009410]; sensory perception of sound [GO:0007605]; synapse assembly [GO:0007416]; vesicle transport along actin filament [GO:0030050]","actin cytoskeleton [GO:0015629]; apical part of cell [GO:0045177]; axon [GO:0030424]; brush border [GO:0005903]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cochlear hair cell ribbon synapse [GO:0098683]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139]; filamentous actin [GO:0031941]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; microvillus [GO:0005902]; myosin complex [GO:0016459]; neuronal cell body [GO:0043025]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic actin cytoskeleton [GO:0098871]; postsynaptic density [GO:0014069]; presynaptic endocytic zone [GO:0098833]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]; Schaffer collateral - CA1 synapse [GO:0098685]; synapse [GO:0045202]; vesicle membrane [GO:0012506]","actin cytoskeleton [GO:0015629]; apical part of cell [GO:0045177]; axon [GO:0030424]; brush border [GO:0005903]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cochlear hair cell ribbon synapse [GO:0098683]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139]; filamentous actin [GO:0031941]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; microvillus [GO:0005902]; myosin complex [GO:0016459]; neuronal cell body [GO:0043025]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic actin cytoskeleton [GO:0098871]; postsynaptic density [GO:0014069]; presynaptic endocytic zone [GO:0098833]; protein-containing complex [GO:0032991]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]; Schaffer collateral - CA1 synapse [GO:0098685]; synapse [GO:0045202]; vesicle membrane [GO:0012506]; actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; microfilament motor activity [GO:0000146]; actin filament organization [GO:0007015]; cellular response to electrical stimulus [GO:0071257]; chemical synaptic transmission [GO:0007268]; dendrite development [GO:0016358]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocytosis [GO:0006897]; glutamate secretion [GO:0014047]; inner ear auditory receptor cell differentiation [GO:0042491]; inner ear development [GO:0048839]; inner ear morphogenesis [GO:0042472]; locomotory behavior [GO:0007626]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; protein targeting [GO:0006605]; regulation of secretion [GO:0051046]; regulation of synaptic plasticity [GO:0048167]; response to xenobiotic stimulus [GO:0009410]; sensory perception of sound [GO:0007605]; synapse assembly [GO:0007416]; vesicle transport along actin filament [GO:0030050]","actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; microfilament motor activity [GO:0000146]","SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q9UM54}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9UM54}. Golgi apparatus {ECO:0000250|UniProtKB:Q9UM54}. Nucleus {ECO:0000250|UniProtKB:Q9UM54}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q9UM54}. Membrane, clathrin-coated pit {ECO:0000250|UniProtKB:Q9UM54}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250|UniProtKB:Q9UM54}. Cell projection, filopodium {ECO:0000250|UniProtKB:Q9UM54}. Cell projection, ruffle membrane {ECO:0000250|UniProtKB:Q9UM54}. Cell projection, microvillus {ECO:0000250|UniProtKB:Q9UM54}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q29122}. Note=Also present in endocyctic vesicles (By similarity). Translocates from membrane ruffles, endocytic vesicles and cytoplasm to Golgi apparatus, perinuclear membrane and nucleus through induction by p53 and p53-induced DNA damage (By similarity). Recruited into membrane ruffles from cell surface by EGF-stimulation (By similarity). Colocalizes with DAB2 in clathrin-coated pits/vesicles (By similarity). Colocalizes with OPTN at the Golgi complex and in vesicular structures close to the plasma membrane (By similarity). {ECO:0000250|UniProtKB:Q9I8D1, ECO:0000250|UniProtKB:Q9UM54}.","","Q64331",15.68452948,16.67727919,16.08079671,16.03083953,0.842771315,0.125086214,0.125086214,0.842771315,0.99991031,"Myo6"
"791","Q64511","Q64511","reviewed","TOP2B_MOUSE","DNA topoisomerase 2-beta (EC 5.6.2.2) (DNA topoisomerase II, beta isozyme)","Top2b","Mus musculus (Mouse)",1612,"axonogenesis [GO:0007409]; B cell differentiation [GO:0030183]; cellular response to ATP [GO:0071318]; cellular response to hydrogen peroxide [GO:0070301]; cellular senescence [GO:0090398]; DNA topological change [GO:0006265]; forebrain development [GO:0030900]; neuron migration [GO:0001764]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; positive regulation of single stranded viral RNA replication via double stranded DNA intermediate [GO:0045870]; resolution of meiotic recombination intermediates [GO:0000712]; sister chromatid segregation [GO:0000819]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]","cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]; ribonucleoprotein complex binding [GO:0043021]; axonogenesis [GO:0007409]; B cell differentiation [GO:0030183]; cellular response to ATP [GO:0071318]; cellular response to hydrogen peroxide [GO:0070301]; cellular senescence [GO:0090398]; DNA topological change [GO:0006265]; forebrain development [GO:0030900]; neuron migration [GO:0001764]; positive regulation of double-strand break repair via nonhomologous end joining [GO:2001034]; positive regulation of single stranded viral RNA replication via double stranded DNA intermediate [GO:0045870]; resolution of meiotic recombination intermediates [GO:0000712]; sister chromatid segregation [GO:0000819]","ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA topoisomerase activity [GO:0003916]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]; ribonucleoprotein complex binding [GO:0043021]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:Q02880}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q02880}. Nucleus {ECO:0000250|UniProtKB:Q02880}.","","Q64511;Q01320",14.77475129,15.89769512,15.27910527,15.46599985,0.955148895,-0.036329354,-0.036329354,0.955148895,0.99991031,"Top2b"
