"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0004812","GO:0004812","aminoacyl-tRNA ligase activity","2/92","67/30629",0.0173862555035101,0.108229440509351,0.0796107488844938,"Q8BYL4/Q9CZD3",2
"GO:0016875","GO:0016875","ligase activity, forming carbon-oxygen bonds","2/92","67/30629",0.0173862555035101,0.108229440509351,0.0796107488844938,"Q8BYL4/Q9CZD3",2
"GO:0048487","GO:0048487","beta-tubulin binding","2/92","76/30629",0.0220250318755105,0.133761778951271,0.0983916699958619,"O08715/Q6PB66",2
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","3/92","210/30629",0.0255495589110316,0.151472384972544,0.111419129085702,"Q91VA7/Q91VT4/Q8BGC4",3
"GO:0071253","GO:0071253","connexin binding","1/92","10/30629",0.0296384273625728,0.15658142963227,0.115177208860769,"P39447",1
"GO:0016614","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","3/92","224/30629",0.0301272814590111,0.15658142963227,0.115177208860769,"Q91VA7/Q91VT4/Q8BGC4",3
"GO:0030507","GO:0030507","spectrin binding","2/92","93/30629",0.0319965354914861,0.15658142963227,0.115177208860769,"Q8C8R3/P48193",2
"GO:0015217","GO:0015217","ADP transmembrane transporter activity","1/92","11/30629",0.0325540439628094,0.15658142963227,0.115177208860769,"Q8R0Y8",1
"GO:0016624","GO:0016624","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","1/92","11/30629",0.0325540439628094,0.15658142963227,0.115177208860769,"Q60597",1
"GO:0003743","GO:0003743","translation initiation factor activity","2/92","94/30629",0.032629386082908,0.15658142963227,0.115177208860769,"Q8BGD9/Q05D44",2
"GO:0016627","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","2/92","95/30629",0.0332671561750636,0.15658142963227,0.115177208860769,"Q9CQA3/Q8BGC4",2
"GO:0003735","GO:0003735","structural constituent of ribosome","3/92","236/30629",0.0343726429931812,0.15658142963227,0.115177208860769,"Q61733/Q8BJZ4/Q9D7N3",3
"GO:0004300","GO:0004300","enoyl-CoA hydratase activity","1/92","12/30629",0.035460995035885,0.15658142963227,0.115177208860769,"P42125",1
"GO:0015129","GO:0015129","lactate transmembrane transporter activity","1/92","12/30629",0.035460995035885,0.15658142963227,0.115177208860769,"P53986",1
"GO:0016679","GO:0016679","oxidoreductase activity, acting on diphenols and related substances as donors","1/92","12/30629",0.035460995035885,0.15658142963227,0.115177208860769,"P99028",1
"GO:0045182","GO:0045182","translation regulator activity","3/92","239/30629",0.0354800463094219,0.15658142963227,0.115177208860769,"Q8BFR5/Q8BGD9/Q05D44",3
"GO:0008028","GO:0008028","monocarboxylic acid transmembrane transporter activity","2/92","100/30629",0.0365285951102893,0.15658142963227,0.115177208860769,"P53986/P63030",2
"GO:0015459","GO:0015459","potassium channel regulator activity","2/92","102/30629",0.0378664097924502,0.15658142963227,0.115177208860769,"Q8C8R3/Q811D0",2
"GO:0004340","GO:0004340","glucokinase activity","1/92","13/30629",0.0383593060544919,0.15658142963227,0.115177208860769,"P17710",1
"GO:0004396","GO:0004396","hexokinase activity","1/92","13/30629",0.0383593060544919,0.15658142963227,0.115177208860769,"P17710",1
"GO:0008865","GO:0008865","fructokinase activity","1/92","13/30629",0.0383593060544919,0.15658142963227,0.115177208860769,"P17710",1
"GO:0016174","GO:0016174","NAD(P)H oxidase H2O2-forming activity","1/92","13/30629",0.0383593060544919,0.15658142963227,0.115177208860769,"Q9Z0X1",1
"GO:0019158","GO:0019158","mannokinase activity","1/92","13/30629",0.0383593060544919,0.15658142963227,0.115177208860769,"P17710",1
"GO:0008519","GO:0008519","ammonium transmembrane transporter activity","1/92","14/30629",0.0412490024172757,0.162550839553406,0.11956815084461,"Q9WVL3",1
"GO:0019843","GO:0019843","rRNA binding","2/92","111/30629",0.0441128107347391,0.162550839553406,0.11956815084461,"Q14C51/Q8K0Z7",2
"GO:0015183","GO:0015183","L-aspartate transmembrane transporter activity","1/92","15/30629",0.0441301094490451,0.162550839553406,0.11956815084461,"Q9D6M3",1
"GO:0099106","GO:0099106","ion channel regulator activity","3/92","263/30629",0.0449937406089329,0.162550839553406,0.11956815084461,"Q8C8R3/Q811D0/P70302",3
"GO:0008022","GO:0008022","protein C-terminus binding","4/92","444/30629",0.0449987362071759,0.162550839553406,0.11956815084461,"O35129/Q811D0/P48193/P39447",4
"GO:0046943","GO:0046943","carboxylic acid transmembrane transporter activity","3/92","264/30629",0.0454150996010498,0.162550839553406,0.11956815084461,"P53986/Q9D6M3/P63030",3
"GO:0005342","GO:0005342","organic acid transmembrane transporter activity","3/92","265/30629",0.0458384306407245,0.162550839553406,0.11956815084461,"P53986/Q9D6M3/P63030",3
"GO:0004312","GO:0004312","fatty acid synthase activity","1/92","16/30629",0.0470026524009848,0.162550839553406,0.11956815084461,"Q91VT4",1
"GO:0005347","GO:0005347","ATP transmembrane transporter activity","1/92","16/30629",0.0470026524009848,0.162550839553406,0.11956815084461,"Q8R0Y8",1
"GO:0033592","GO:0033592","RNA strand annealing activity","1/92","16/30629",0.0470026524009848,0.162550839553406,0.11956815084461,"Q8BGD9",1
"GO:0043878","GO:0043878","glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","1/92","16/30629",0.0470026524009848,0.162550839553406,0.11956815084461,"Q8CHT0",1
"GO:0019894","GO:0019894","kinesin binding","2/92","118/30629",0.0492161438351115,0.165557299416885,0.121779624174754,"Q9ER39/Q811D0",2
"GO:0016801","GO:0016801","hydrolase activity, acting on ether bonds","1/92","17/30629",0.0498666564508691,0.165557299416885,0.121779624174754,"P50247",1
"GO:0036042","GO:0036042","long-chain fatty acyl-CoA binding","1/92","17/30629",0.0498666564508691,0.165557299416885,0.121779624174754,"Q8VHQ9",1
"GO:0016247","GO:0016247","channel regulator activity","3/92","280/30629",0.0524228769718029,0.170491097780708,0.125408797352962,"Q8C8R3/Q811D0/P70302",3
"GO:0015379","GO:0015379","potassium:chloride symporter activity","1/92","18/30629",0.052722146703271,0.170491097780708,0.125408797352962,"Q9WVL3",1
"GO:0017110","GO:0017110","nucleoside-diphosphatase activity","1/92","19/30629",0.0555691481897724,0.177393819221197,0.130486258907158,"Q8R0Y8",1
"GO:0008510","GO:0008510","sodium:bicarbonate symporter activity","1/92","20/30629",0.0584076858691758,0.180992591052279,0.133133421446192,"O88343",1
"GO:0050660","GO:0050660","flavin adenine dinucleotide binding","2/92","131/30629",0.0592231631014903,0.180992591052279,0.133133421446192,"Q8R1S0/Q9Z0X1",2
"GO:0140031","GO:0140031","phosphorylation-dependent protein binding","1/92","21/30629",0.061237784627712,0.180992591052279,0.133133421446192,"Q8C8R3",1
"GO:0140410","GO:0140410","solute:bicarbonate symporter activity","1/92","21/30629",0.061237784627712,0.180992591052279,0.133133421446192,"O88343",1
"GO:0019902","GO:0019902","phosphatase binding","4/92","494/30629",0.0618213195241248,0.180992591052279,0.133133421446192,"P10637/O08715/Q149M0/Q811D0",4
"GO:0008017","GO:0008017","microtubule binding","4/92","498/30629",0.0632933937959603,0.180992591052279,0.133133421446192,"P10637/Q3TCJ8/O08715/P70302",4
"GO:0015651","GO:0015651","quaternary ammonium group transmembrane transporter activity","1/92","22/30629",0.0640594692792494,0.180992591052279,0.133133421446192,"Q9Z2Z6",1
"GO:0030346","GO:0030346","protein phosphatase 2B binding","1/92","22/30629",0.0640594692792494,0.180992591052279,0.133133421446192,"O08715",1
"GO:0047676","GO:0047676","arachidonate-CoA ligase activity","1/92","22/30629",0.0640594692792494,0.180992591052279,0.133133421446192,"Q8JZR0",1
"GO:0050664","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor","1/92","22/30629",0.0640594692792494,0.180992591052279,0.133133421446192,"Q9Z0X1",1
"GO:0000295","GO:0000295","adenine nucleotide transmembrane transporter activity","1/92","23/30629",0.0668727645655008,0.180992591052279,0.133133421446192,"Q8R0Y8",1
"GO:0005346","GO:0005346","purine ribonucleotide transmembrane transporter activity","1/92","23/30629",0.0668727645655008,0.180992591052279,0.133133421446192,"Q8R0Y8",1
"GO:0015556","GO:0015556","C4-dicarboxylate transmembrane transporter activity","1/92","23/30629",0.0668727645655008,0.180992591052279,0.133133421446192,"Q9D6M3",1
"GO:0050811","GO:0050811","GABA receptor binding","1/92","23/30629",0.0668727645655008,0.180992591052279,0.133133421446192,"A2A5R2",1
"GO:0044325","GO:0044325","transmembrane transporter binding","3/92","314/30629",0.0689255281801086,0.184542543191904,0.13574467349563,"Q8C8R3/Q9Z329/Q811D0",3
"GO:0008195","GO:0008195","phosphatidate phosphatase activity","1/92","24/30629",0.069677695156234,0.184571766956407,0.135766169733312,"Q91ZP3",1
"GO:0051082","GO:0051082","unfolded protein binding","2/92","147/30629",0.0724014728001296,0.186042238419786,0.13684781012489,"Q9ER39/P38647",2
"GO:0098919","GO:0098919","structural constituent of postsynaptic density","1/92","25/30629",0.0724742856494748,0.186042238419786,0.13684781012489,"Q811D0",1
"GO:0102991","GO:0102991","myristoyl-CoA hydrolase activity","1/92","25/30629",0.0724742856494748,0.186042238419786,0.13684781012489,"Q8VHQ9",1
"GO:0070402","GO:0070402","NADPH binding","1/92","26/30629",0.075262560571715,0.18632176946046,0.137053425855507,"Q91VT4",1
"GO:0098879","GO:0098879","structural constituent of postsynaptic specialization","1/92","26/30629",0.075262560571715,0.18632176946046,0.137053425855507,"Q811D0",1
"GO:0003746","GO:0003746","translation elongation factor activity","1/92","27/30629",0.0780425443781201,0.18632176946046,0.137053425855507,"Q8BFR5",1
"GO:0004467","GO:0004467","long-chain fatty acid-CoA ligase activity","1/92","27/30629",0.0780425443781201,0.18632176946046,0.137053425855507,"Q8JZR0",1
"GO:0005536","GO:0005536","glucose binding","1/92","27/30629",0.0780425443781201,0.18632176946046,0.137053425855507,"P17710",1
"GO:0015294","GO:0015294","solute:cation symporter activity","2/92","154/30629",0.0784387719740221,0.18632176946046,0.137053425855507,"O88343/Q9WVL3",2
"GO:0004029","GO:0004029","aldehyde dehydrogenase (NAD+) activity","1/92","28/30629",0.0808142614527299,0.18632176946046,0.137053425855507,"Q8CHT0",1
"GO:0015216","GO:0015216","purine nucleotide transmembrane transporter activity","1/92","28/30629",0.0808142614527299,0.18632176946046,0.137053425855507,"Q8R0Y8",1
"GO:0015278","GO:0015278","calcium-release channel activity","1/92","28/30629",0.0808142614527299,0.18632176946046,0.137053425855507,"Q9Z329",1
"GO:0016863","GO:0016863","intramolecular oxidoreductase activity, transposing C=C bonds","1/92","28/30629",0.0808142614527299,0.18632176946046,0.137053425855507,"P42125",1
"GO:0042834","GO:0042834","peptidoglycan binding","1/92","28/30629",0.0808142614527299,0.18632176946046,0.137053425855507,"P17710",1
"GO:0005452","GO:0005452","inorganic anion exchanger activity","1/92","29/30629",0.083577736108667,0.186929696995625,0.13750060146793,"O88343",1
"GO:0016646","GO:0016646","oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","1/92","29/30629",0.083577736108667,0.186929696995625,0.13750060146793,"Q8CHT0",1
"GO:0004030","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity","1/92","30/30629",0.0863329925883408,0.186929696995625,0.13750060146793,"Q8CHT0",1
"GO:0004551","GO:0004551","nucleotide diphosphatase activity","1/92","30/30629",0.0863329925883408,0.186929696995625,0.13750060146793,"Q9CZD3",1
"GO:0005313","GO:0005313","L-glutamate transmembrane transporter activity","1/92","30/30629",0.0863329925883408,0.186929696995625,0.13750060146793,"Q9D6M3",1
"GO:0008171","GO:0008171","O-methyltransferase activity","1/92","30/30629",0.0863329925883408,0.186929696995625,0.13750060146793,"Q8BMS4",1
"GO:0015377","GO:0015377","cation:chloride symporter activity","1/92","30/30629",0.0863329925883408,0.186929696995625,0.13750060146793,"Q9WVL3",1
"GO:0032183","GO:0032183","SUMO binding","1/92","31/30629",0.0890800550636461,0.189580630007247,0.139450558534183,"Q9CY58",1
"GO:0140318","GO:0140318","protein transporter activity","1/92","31/30629",0.0890800550636461,0.189580630007247,0.139450558534183,"Q8BGX2",1
"GO:0005545","GO:0005545","1-phosphatidylinositol binding","1/92","33/30629",0.0945496943374,0.191591194484539,0.140929477236567,"P48193",1
"GO:0015215","GO:0015215","nucleotide transmembrane transporter activity","1/92","33/30629",0.0945496943374,0.191591194484539,0.140929477236567,"Q8R0Y8",1
"GO:0015279","GO:0015279","store-operated calcium channel activity","1/92","33/30629",0.0945496943374,0.191591194484539,0.140929477236567,"P70302",1
"GO:0015645","GO:0015645","fatty acid ligase activity","1/92","33/30629",0.0945496943374,0.191591194484539,0.140929477236567,"Q8JZR0",1
"GO:0016290","GO:0016290","palmitoyl-CoA hydrolase activity","1/92","33/30629",0.0945496943374,0.191591194484539,0.140929477236567,"Q8VHQ9",1
"GO:0140101","GO:0140101","catalytic activity, acting on a tRNA","2/92","172/30629",0.0946414334200737,0.191591194484539,0.140929477236567,"Q8BYL4/Q9CZD3",2
"GO:0015296","GO:0015296","anion:cation symporter activity","1/92","35/30629",0.099986845902568,0.197051813970643,0.14494616626883,"Q9WVL3",1
"GO:0034185","GO:0034185","apolipoprotein binding","1/92","35/30629",0.099986845902568,0.197051813970643,0.14494616626883,"P10637",1
"GO:0140666","GO:0140666","annealing activity","1/92","35/30629",0.099986845902568,0.197051813970643,0.14494616626883,"Q8BGD9",1
"GO:0016887","GO:0016887","ATP hydrolysis activity","3/92","370/30629",0.100504338852497,0.197051813970643,0.14494616626883,"Q3V384/Q8CC88/P38647",3
"GO:0015172","GO:0015172","acidic amino acid transmembrane transporter activity","1/92","37/30629",0.105391700616527,0.203430491887715,0.149638155098129,"Q9D6M3",1
"GO:0070679","GO:0070679","inositol 1,4,5 trisphosphate binding","1/92","37/30629",0.105391700616527,0.203430491887715,0.149638155098129,"Q9Z329",1
"GO:0031434","GO:0031434","mitogen-activated protein kinase kinase binding","1/92","38/30629",0.108082075993857,0.207018745557464,0.152277580752479,"Q811D0",1
"GO:0015605","GO:0015605","organophosphate ester transmembrane transporter activity","1/92","40/30629",0.113438840864709,0.215521076632326,0.15853167336303,"Q8R0Y8",1
"GO:0016746","GO:0016746","acyltransferase activity","3/92","392/30629",0.114252137009908,0.215521076632326,0.15853167336303,"Q91VT4/Q8BKZ9/P53395",3
"GO:0019903","GO:0019903","protein phosphatase binding","3/92","394/30629",0.115536122784515,0.215747866180777,0.158698493829868,"P10637/O08715/Q149M0",3
"GO:0016405","GO:0016405","CoA-ligase activity","1/92","41/30629",0.116105277382426,0.215747866180777,0.158698493829868,"Q8JZR0",1
"GO:0019239","GO:0019239","deaminase activity","1/92","42/30629",0.118763781190483,0.219053196418001,0.161129808398783,"O08739",1
"GO:0003730","GO:0003730","mRNA 3'-UTR binding","2/92","201/30629",0.122501080359007,0.223842129781615,0.164652422667516,"Q8BQ46/Q9CY58",2
"GO:0015106","GO:0015106","bicarbonate transmembrane transporter activity","1/92","44/30629",0.124057083975353,0.223842129781615,0.164652422667516,"O88343",1
"GO:0099604","GO:0099604","ligand-gated calcium channel activity","1/92","44/30629",0.124057083975353,0.223842129781615,0.164652422667516,"Q9Z329",1
"GO:0005310","GO:0005310","dicarboxylic acid transmembrane transporter activity","1/92","45/30629",0.126691929431435,0.225330645917338,0.165747336248644,"Q9D6M3",1
"GO:0042975","GO:0042975","peroxisome proliferator activated receptor binding","1/92","45/30629",0.126691929431435,0.225330645917338,0.165747336248644,"Q91ZP3",1
"GO:0000062","GO:0000062","fatty-acyl-CoA binding","1/92","46/30629",0.129318935136781,0.226569606320086,0.166658683152378,"Q8VHQ9",1
"GO:0016814","GO:0016814","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines","1/92","46/30629",0.129318935136781,0.226569606320086,0.166658683152378,"O08739",1
"GO:0022853","GO:0022853","active ion transmembrane transporter activity","3/92","417/30629",0.1306869915098,0.226569606320086,0.166658683152378,"O88343/P99028/Q9WVL3",3
"GO:0050997","GO:0050997","quaternary ammonium group binding","1/92","47/30629",0.131938124162299,0.226569606320086,0.166658683152378,"Q60597",1
"GO:1901567","GO:1901567","fatty acid derivative binding","1/92","47/30629",0.131938124162299,0.226569606320086,0.166658683152378,"Q8VHQ9",1
"GO:0047617","GO:0047617","acyl-CoA hydrolase activity","1/92","48/30629",0.134549519511755,0.227910410601544,0.167644943752563,"Q8VHQ9",1
"GO:0099186","GO:0099186","structural constituent of postsynapse","1/92","48/30629",0.134549519511755,0.227910410601544,0.167644943752563,"Q811D0",1
"GO:0016289","GO:0016289","CoA hydrolase activity","1/92","50/30629",0.139749020863001,0.2335403100328,0.171786150689948,"Q8VHQ9",1
"GO:0016628","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","1/92","50/30629",0.139749020863001,0.2335403100328,0.171786150689948,"Q8BGC4",1
"GO:0017134","GO:0017134","fibroblast growth factor binding","1/92","52/30629",0.144917621885154,0.238474724039048,0.17541577671864,"P38647",1
"GO:0120227","GO:0120227","acyl-CoA binding","1/92","52/30629",0.144917621885154,0.238474724039048,0.17541577671864,"Q8VHQ9",1
"GO:0051010","GO:0051010","microtubule plus-end binding","1/92","53/30629",0.147490391574351,0.238474724039048,0.17541577671864,"P70302",1
"GO:0071813","GO:0071813","lipoprotein particle binding","1/92","53/30629",0.147490391574351,0.238474724039048,0.17541577671864,"P10637",1
"GO:0071814","GO:0071814","protein-lipid complex binding","1/92","53/30629",0.147490391574351,0.238474724039048,0.17541577671864,"P10637",1
"GO:0019200","GO:0019200","carbohydrate kinase activity","1/92","56/30629",0.155162848417081,0.248535291722956,0.18281606746901,"P17710",1
"GO:0005262","GO:0005262","calcium channel activity","2/92","235/30629",0.157290059656989,0.248535291722956,0.18281606746901,"Q9Z329/P70302",2
"GO:0015103","GO:0015103","inorganic anion transmembrane transporter activity","2/92","235/30629",0.157290059656989,0.248535291722956,0.18281606746901,"O88343/Q9WVL3",2
"GO:0005217","GO:0005217","intracellular ligand-gated ion channel activity","1/92","57/30629",0.157705124868382,0.248535291722956,0.18281606746901,"Q9Z329",1
"GO:0030547","GO:0030547","signaling receptor inhibitor activity","1/92","58/30629",0.160239834030756,0.250941626878354,0.18458610474248,"Q149M0",1
"GO:0046625","GO:0046625","sphingolipid binding","1/92","59/30629",0.162766998182049,0.253071791702446,0.186152998335344,"O35129",1
"GO:0016791","GO:0016791","phosphatase activity","3/92","464/30629",0.163632764916039,0.253071791702446,0.186152998335344,"Q8R2H9/Q9D880/Q91ZP3",3
"GO:0031072","GO:0031072","heat shock protein binding","2/92","258/30629",0.181764095141246,0.27937814623562,0.205503265461838,"P10637/P38647",2
"GO:0044183","GO:0044183","protein folding chaperone","1/92","68/30629",0.185175593931822,0.282875600546158,0.208075901479736,"P38647",1
"GO:0043177","GO:0043177","organic acid binding","2/92","263/30629",0.187160264549185,0.284164060199678,0.209023658739142,"P53395/Q8BYL4",2
"GO:0098918","GO:0098918","structural constituent of synapse","1/92","70/30629",0.190074140027308,0.286839156768484,0.210991389886773,"Q811D0",1
"GO:0015932","GO:0015932","nucleobase-containing compound transmembrane transporter activity","1/92","77/30629",0.206990768345641,0.304450255990618,0.223945654374836,"Q8R0Y8",1
"GO:0035255","GO:0035255","ionotropic glutamate receptor binding","1/92","77/30629",0.206990768345641,0.304450255990618,0.223945654374836,"Q811D0",1
"GO:1901505","GO:1901505","carbohydrate derivative transmembrane transporter activity","1/92","77/30629",0.206990768345641,0.304450255990618,0.223945654374836,"Q8R0Y8",1
"GO:1901618","GO:1901618","organic hydroxy compound transmembrane transporter activity","1/92","77/30629",0.206990768345641,0.304450255990618,0.223945654374836,"P53986",1
"GO:0015085","GO:0015085","calcium ion transmembrane transporter activity","2/92","282/30629",0.207857604491587,0.304450255990618,0.223945654374836,"Q9Z329/P70302",2
"GO:0050661","GO:0050661","NADP binding","1/92","78/30629",0.209378724921714,0.304786893632657,0.224193276229475,"Q91VT4",1
