"","Entry","From","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology..GO.","Gene.Ontology..molecular.function.","Gene.Ontology..cellular.component.","Subcellular.location..CC.","Transmembrane","Protein","POS_F.1","POS_F.2","POS_M.1","POS_M.2","pvalue","log2FC","imputed_log2FC","imputed_Pvalue","imputed_adjPvalue","Gene"
"800","Q68ED3","Q68ED3","reviewed","PAPD5_MOUSE","Terminal nucleotidyltransferase 4B (Non-canonical poly(A) RNA polymerase PAPD5) (EC 2.7.7.19) (PAP-associated domain-containing protein 5) (Terminal guanylyltransferase) (EC 2.7.7.-) (Terminal uridylyltransferase 3) (TUTase 3) (Topoisomerase-related function protein 4-2) (TRF4-2)","Tent4b Papd5","Mus musculus (Mouse)",633,"carbohydrate homeostasis [GO:0033500]; cell cycle [GO:0007049]; cell division [GO:0051301]; histone mRNA catabolic process [GO:0071044]; miRNA catabolic process [GO:0010587]; mRNA polyadenylation [GO:0006378]; negative regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060212]; negative regulation of telomere maintenance via telomerase [GO:0032211]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; positive regulation of 3'-UTR-mediated mRNA stabilization [GO:1905870]; RNA 3' uridylation [GO:0071076]; RNA 3'-end processing [GO:0031123]; rRNA processing [GO:0006364]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; TRAMP complex [GO:0031499]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; guanylyltransferase activity [GO:0070568]; metal ion binding [GO:0046872]; poly(A) RNA polymerase activity [GO:1990817]; carbohydrate homeostasis [GO:0033500]; cell cycle [GO:0007049]; cell division [GO:0051301]; histone mRNA catabolic process [GO:0071044]; miRNA catabolic process [GO:0010587]; mRNA polyadenylation [GO:0006378]; negative regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060212]; negative regulation of telomere maintenance via telomerase [GO:0032211]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; positive regulation of 3'-UTR-mediated mRNA stabilization [GO:1905870]; RNA 3' uridylation [GO:0071076]; RNA 3'-end processing [GO:0031123]; rRNA processing [GO:0006364]","DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; guanylyltransferase activity [GO:0070568]; metal ion binding [GO:0046872]; poly(A) RNA polymerase activity [GO:1990817]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; TRAMP complex [GO:0031499]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8NDF8}. Nucleus, nucleolus {ECO:0000250|UniProtKB:Q8NDF8}. Cytoplasm {ECO:0000250|UniProtKB:Q8NDF8}. Note=Predominantly expressed in the cytoplasm. {ECO:0000250|UniProtKB:Q8NDF8}.","","Q68ED3",18.17567624,18.43705305,18.32465522,18.79680645,0.540147607,-0.25436619,-0.25436619,0.540147607,0.992111037,"Tent4b"
"801","Q68FD5","Q68FD5","reviewed","CLH1_MOUSE","Clathrin heavy chain 1","Cltc","Mus musculus (Mouse)",1675,"amyloid-beta clearance by transcytosis [GO:0150093]; autophagy [GO:0006914]; cell division [GO:0051301]; clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; mitotic cell cycle [GO:0000278]; mitotic spindle assembly [GO:0090307]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; negative regulation of protein localization to plasma membrane [GO:1903077]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of mitotic spindle organization [GO:0060236]; retrograde transport, endosome to Golgi [GO:0042147]; synaptic vesicle endocytosis [GO:0048488]; transferrin transport [GO:0033572]","clathrin coat [GO:0030118]; clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; endosome [GO:0005768]; extrinsic component of synaptic vesicle membrane [GO:0098850]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane [GO:0016020]; membrane coat [GO:0030117]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; mitotic spindle microtubule [GO:1990498]; Myb complex [GO:0031523]; myelin sheath [GO:0043209]; photoreceptor ribbon synapse [GO:0098684]; presynaptic endocytic zone membrane [GO:0098835]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; spindle [GO:0005819]; T-tubule [GO:0030315]; ankyrin binding [GO:0030506]; clathrin light chain binding [GO:0032051]; disordered domain specific binding [GO:0097718]; double-stranded RNA binding [GO:0003725]; heat shock protein binding [GO:0031072]; low-density lipoprotein particle receptor binding [GO:0050750]; peptide binding [GO:0042277]; protein kinase binding [GO:0019901]; protein serine/threonine kinase binding [GO:0120283]; structural molecule activity [GO:0005198]; ubiquitin-specific protease binding [GO:1990381]; amyloid-beta clearance by transcytosis [GO:0150093]; autophagy [GO:0006914]; cell division [GO:0051301]; clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; mitotic cell cycle [GO:0000278]; mitotic spindle assembly [GO:0090307]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; negative regulation of protein localization to plasma membrane [GO:1903077]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of mitotic spindle organization [GO:0060236]; retrograde transport, endosome to Golgi [GO:0042147]; synaptic vesicle endocytosis [GO:0048488]; transferrin transport [GO:0033572]","ankyrin binding [GO:0030506]; clathrin light chain binding [GO:0032051]; disordered domain specific binding [GO:0097718]; double-stranded RNA binding [GO:0003725]; heat shock protein binding [GO:0031072]; low-density lipoprotein particle receptor binding [GO:0050750]; peptide binding [GO:0042277]; protein kinase binding [GO:0019901]; protein serine/threonine kinase binding [GO:0120283]; structural molecule activity [GO:0005198]; ubiquitin-specific protease binding [GO:1990381]","clathrin coat [GO:0030118]; clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; endosome [GO:0005768]; extrinsic component of synaptic vesicle membrane [GO:0098850]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane [GO:0016020]; membrane coat [GO:0030117]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; mitotic spindle microtubule [GO:1990498]; Myb complex [GO:0031523]; myelin sheath [GO:0043209]; photoreceptor ribbon synapse [GO:0098684]; presynaptic endocytic zone membrane [GO:0098835]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; spindle [GO:0005819]; T-tubule [GO:0030315]","SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Membrane, coated pit {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Melanosome {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q00610}. Note=Cytoplasmic face of coated pits and vesicles. In complex with TACC3 and CKAP5 (forming the TACC3/ch-TOG/clathrin complex) localized to inter-microtubule bridges in mitotic spindles. {ECO:0000250, ECO:0000250|UniProtKB:Q00610}.","","Q68FD5",14.92869212,16.12979253,15.9042651,15.8516517,0.640769636,-0.348716075,-0.348716075,0.640769636,0.992111037,"Cltc"
"802","Q68FF6","Q68FF6","reviewed","GIT1_MOUSE","ARF GTPase-activating protein GIT1 (ARF GAP GIT1) (G protein-coupled receptor kinase-interactor 1) (GRK-interacting protein 1)","Git1","Mus musculus (Mouse)",770,"brain development [GO:0007420]; cell redox homeostasis [GO:0045454]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to lipopolysaccharide [GO:0071222]; dendritic spine development [GO:0060996]; ephrin receptor signaling pathway [GO:0048013]; immunological synapse formation [GO:0001771]; intramembranous ossification [GO:0001957]; locomotory behavior [GO:0007626]; motor learning [GO:0061743]; negative regulation of ARF protein signal transduction [GO:0032013]; negative regulation of glycolytic process [GO:0045820]; negative regulation of inflammatory response to wounding [GO:0106015]; negative regulation of interleukin-1 beta production [GO:0032691]; neuron development [GO:0048666]; neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0099645]; positive regulation of microtubule nucleation [GO:0090063]; positive regulation of receptor catabolic process [GO:2000646]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of ARF protein signal transduction [GO:0032012]; regulation of cytokinesis [GO:0032465]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; regulation of synaptic vesicle exocytosis [GO:2000300]; synaptic vesicle recycling [GO:0036465]","calyx of Held [GO:0044305]; centrosome [GO:0005813]; cytosol [GO:0005829]; dendrite [GO:0030425]; endosome [GO:0005768]; excitatory synapse [GO:0060076]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; inhibitory synapse [GO:0060077]; lamellipodium [GO:0030027]; mitochondrion [GO:0005739]; mitotic spindle pole [GO:0097431]; neuron projection [GO:0043005]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; synapse [GO:0045202]; gamma-tubulin binding [GO:0043015]; GTPase activator activity [GO:0005096]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase binding [GO:1990782]; protein-containing complex binding [GO:0044877]; scaffold protein binding [GO:0097110]; small GTPase binding [GO:0031267]; structural constituent of postsynaptic specialization [GO:0098879]; brain development [GO:0007420]; cell redox homeostasis [GO:0045454]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to lipopolysaccharide [GO:0071222]; dendritic spine development [GO:0060996]; ephrin receptor signaling pathway [GO:0048013]; immunological synapse formation [GO:0001771]; intramembranous ossification [GO:0001957]; locomotory behavior [GO:0007626]; motor learning [GO:0061743]; negative regulation of ARF protein signal transduction [GO:0032013]; negative regulation of glycolytic process [GO:0045820]; negative regulation of inflammatory response to wounding [GO:0106015]; negative regulation of interleukin-1 beta production [GO:0032691]; neuron development [GO:0048666]; neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0099645]; positive regulation of microtubule nucleation [GO:0090063]; positive regulation of receptor catabolic process [GO:2000646]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; regulation of ARF protein signal transduction [GO:0032012]; regulation of cytokinesis [GO:0032465]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; regulation of synaptic vesicle exocytosis [GO:2000300]; synaptic vesicle recycling [GO:0036465]","gamma-tubulin binding [GO:0043015]; GTPase activator activity [GO:0005096]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein phosphatase binding [GO:0019903]; protein tyrosine kinase binding [GO:1990782]; protein-containing complex binding [GO:0044877]; scaffold protein binding [GO:0097110]; small GTPase binding [GO:0031267]; structural constituent of postsynaptic specialization [GO:0098879]","calyx of Held [GO:0044305]; centrosome [GO:0005813]; cytosol [GO:0005829]; dendrite [GO:0030425]; endosome [GO:0005768]; excitatory synapse [GO:0060076]; focal adhesion [GO:0005925]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; inhibitory synapse [GO:0060077]; lamellipodium [GO:0030027]; mitochondrion [GO:0005739]; mitotic spindle pole [GO:0097431]; neuron projection [GO:0043005]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; synapse [GO:0045202]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Y2X7}. Presynapse {ECO:0000250|UniProtKB:Q9Z272}. Postsynapse {ECO:0000269|PubMed:24297929}. Postsynaptic density {ECO:0000250|UniProtKB:Q9Z272}. Cell junction, focal adhesion {ECO:0000269|PubMed:15923189}. Cell projection, lamellipodium {ECO:0000250|UniProtKB:Q9Y2X7}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9Y2X7}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q9Y2X7}. Note=Cycles between at least 3 distinct intracellular compartments, including focal adhesions, cytosolic complexes, containing at least PXN/paxillin, ARHGEF7 and PAK1, and membrane protrusions. During cell migration, moves from the disassembling adhesions into the cytosol and towards the leading edge. In adherent cells, localizes to adhesions. Recruitment to adhesions may be mediated by RAC1 and active tyrosine-phosphorylated PXN (By similarity). May be present in both excitatory and inhibitory synapses. In hippocampal neurons, recruitment of GIT1 to synapses is regulated by ephrinB activation and ephrinB downstream effector GRB4/NCK2. In hippocampal neurons, partially colocalizes with PCLO (By similarity). Interaction with GRIN3A limits GIT1 synaptic localization (By similarity). Localization to the centrosome does not depend upon the presence of gamma-tubulin (By similarity). {ECO:0000250|UniProtKB:Q9Y2X7, ECO:0000250|UniProtKB:Q9Z272}.","","Q68FF6",13.79375732,15.41389233,15.62217355,15.26755885,0.239489301,-0.841041377,-0.841041377,0.239489301,0.992111037,"Git1"
"803","Q68FF7","Q68FF7","reviewed","SLAI1_MOUSE","SLAIN motif-containing protein 1","Slain1","Mus musculus (Mouse)",579,"cytoplasmic microtubule organization [GO:0031122]; microtubule nucleation [GO:0007020]; positive regulation of microtubule polymerization [GO:0031116]","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytoplasmic microtubule organization [GO:0031122]; microtubule nucleation [GO:0007020]; positive regulation of microtubule polymerization [GO:0031116]","","cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21646404}. Note=Colocalizes with microtubules. Detected at the plus end of growing microtubules. {ECO:0000269|PubMed:21646404}.","","Q68FF7",15.36983587,16.40459277,16.16537811,16.15408629,0.574575395,-0.272517886,-0.272517886,0.574575395,0.992111037,"Slain1"
"804","Q68FL6","Q68FL6","reviewed","SYMC_MOUSE","Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)","Mars1 Mars","Mus musculus (Mouse)",902,"cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; methionyl-tRNA aminoacylation [GO:0006431]; positive regulation of transcription of nucleolar large rRNA by RNA polymerase I [GO:1901838]; rRNA transcription [GO:0009303]","aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to platelet-derived growth factor stimulus [GO:0036120]; methionyl-tRNA aminoacylation [GO:0006431]; positive regulation of transcription of nucleolar large rRNA by RNA polymerase I [GO:1901838]; rRNA transcription [GO:0009303]","ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]","aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P56192}. Nucleus, nucleolus {ECO:0000250|UniProtKB:P56192}. Note=Localizes to the nucleolus in proliferative cells but disappears in quiescent cells. {ECO:0000250|UniProtKB:P56192}.","","Q68FL6",14.68875428,16.22878274,15.79279335,16.04758202,0.465755429,-0.461419179,-0.461419179,0.465755429,0.992111037,"Mars1"
"805","Q69Z37","Q69Z37","reviewed","SAM9L_MOUSE","Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like)","Samd9l Kiaa2005","Mus musculus (Mouse)",1561,"common myeloid progenitor cell proliferation [GO:0035726]; endosomal vesicle fusion [GO:0034058]; hematopoietic progenitor cell differentiation [GO:0002244]; regulation of protein catabolic process [GO:0042176]; spleen development [GO:0048536]; stem cell division [GO:0017145]","cytoplasm [GO:0005737]; early endosome [GO:0005769]; mitochondrion [GO:0005739]; common myeloid progenitor cell proliferation [GO:0035726]; endosomal vesicle fusion [GO:0034058]; hematopoietic progenitor cell differentiation [GO:0002244]; regulation of protein catabolic process [GO:0042176]; spleen development [GO:0048536]; stem cell division [GO:0017145]","","cytoplasm [GO:0005737]; early endosome [GO:0005769]; mitochondrion [GO:0005739]","SUBCELLULAR LOCATION: Early endosome {ECO:0000269|PubMed:24029230}. Mitochondrion {ECO:0000250|UniProtKB:Q8IVG5}.","","Q69Z37",12.05311134,13.43527959,12.81141483,12.96659557,0.854634175,-0.144809742,-0.144809742,0.854634175,0.992111037,"Samd9l"
"806","Q69ZK5","Q69ZK5","reviewed","KLH14_MOUSE","Kelch-like protein 14 (Protein interactor of Torsin-1A) (Printor) (Protein interactor of torsinA)","Klhl14 Kiaa1384","Mus musculus (Mouse)",630,"","actin cytoskeleton [GO:0015629]; aggresome [GO:0016235]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]","","actin cytoskeleton [GO:0015629]; aggresome [GO:0016235]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}. Note=In neurons, located in cell bodies, as well as in neurites. {ECO:0000269|PubMed:19535332}.","","Q69ZK5",13.24601313,14.43273762,13.84872073,13.90951811,0.940252425,-0.039744048,-0.039744048,0.940252425,0.994694107,"Klhl14"
"807","Q69ZN7","Q69ZN7","reviewed","MYOF_MOUSE","Myoferlin (Fer-1-like protein 3)","Myof Fer1l3 Kiaa1207","Mus musculus (Mouse)",2048,"cellular response to heat [GO:0034605]; glycerol metabolic process [GO:0006071]; membrane fusion [GO:0061025]; muscle cell development [GO:0055001]; plasma membrane repair [GO:0001778]; regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030947]; T-tubule organization [GO:0033292]","caveola [GO:0005901]; cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; intracellular membrane-bounded organelle [GO:0043231]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; phospholipid binding [GO:0005543]; cellular response to heat [GO:0034605]; glycerol metabolic process [GO:0006071]; membrane fusion [GO:0061025]; muscle cell development [GO:0055001]; plasma membrane repair [GO:0001778]; regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030947]; T-tubule organization [GO:0033292]","metal ion binding [GO:0046872]; phospholipid binding [GO:0005543]","caveola [GO:0005901]; cytoplasmic vesicle [GO:0031410]; cytoplasmic vesicle membrane [GO:0030659]; intracellular membrane-bounded organelle [GO:0043231]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Nucleus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Found at nuclear and plasma membranes. Enriched in undifferentiated myoblasts near the plasma membrane in puncate structures (By similarity). Concentrated at the membrane sites of both myoblast-myoblast and myoblast-myotube fusions. Detected at the plasmalemma in endothelial cells lining intact blood vessels. {ECO:0000250, ECO:0000269|PubMed:16280346, ECO:0000269|PubMed:17702744}.","TRANSMEM 2013..2033; /note=Helical; /evidence=ECO:0000255","Q69ZN7",13.47718255,14.89916808,14.28410527,14.55020567,0.755288667,-0.228980159,-0.228980159,0.755288667,0.992111037,"Myof"
"808","Q69ZR2","Q69ZR2","reviewed","HECD1_MOUSE","E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (HECT domain-containing protein 1) (HECT-type E3 ubiquitin transferase HECTD1) (Protein open mind)","Hectd1 Kiaa1131 Opm","Mus musculus (Mouse)",2618,"anatomical structure development [GO:0048856]; aorta development [GO:0035904]; embryonic placenta development [GO:0001892]; heart valve development [GO:0003170]; natural killer cell differentiation [GO:0001779]; negative regulation of protein localization to plasma membrane [GO:1903077]; neural tube closure [GO:0001843]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein localization to plasma membrane [GO:0072659]; protein ubiquitination [GO:0016567]; spongiotrophoblast differentiation [GO:0060708]; trophoblast giant cell differentiation [GO:0060707]; ventricular septum development [GO:0003281]","nuclear speck [GO:0016607]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; anatomical structure development [GO:0048856]; aorta development [GO:0035904]; embryonic placenta development [GO:0001892]; heart valve development [GO:0003170]; natural killer cell differentiation [GO:0001779]; negative regulation of protein localization to plasma membrane [GO:1903077]; neural tube closure [GO:0001843]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein localization to plasma membrane [GO:0072659]; protein ubiquitination [GO:0016567]; spongiotrophoblast differentiation [GO:0060708]; trophoblast giant cell differentiation [GO:0060707]; ventricular septum development [GO:0003281]","metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]","nuclear speck [GO:0016607]","","","Q69ZR2",14.77977064,16.10617441,16.33891044,15.93311431,0.18700305,-0.69303985,-0.69303985,0.18700305,0.992111037,"Hectd1"
"809","Q69ZS7","Q69ZS7","reviewed","HBS1L_MOUSE","HBS1-like protein (EC 3.6.5.-)","Hbs1l Hbs1 Kiaa1038","Mus musculus (Mouse)",682,"nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; rescue of stalled ribosome [GO:0072344]; ribosome disassembly [GO:0032790]; translation [GO:0006412]","cytosolic ribosome [GO:0022626]; Dom34-Hbs1 complex [GO:1990533]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; rescue of stalled ribosome [GO:0072344]; ribosome disassembly [GO:0032790]; translation [GO:0006412]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]","cytosolic ribosome [GO:0022626]; Dom34-Hbs1 complex [GO:1990533]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Y450}.","","Q69ZS7",13.6019433,15.23896826,14.75275029,14.59431936,0.70371204,-0.253079047,-0.253079047,0.70371204,0.992111037,"Hbs1l"
"810","Q6A068","Q6A068","reviewed","CDC5L_MOUSE","Cell division cycle 5-like protein (Cdc5-like protein)","Cdc5l Kiaa0432","Mus musculus (Mouse)",802,"cell cycle [GO:0007049]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to wortmannin [GO:1904568]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]","catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-DNA complex [GO:0032993]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; U2-type catalytic step 2 spliceosome [GO:0071007]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; leucine zipper domain binding [GO:0043522]; protein kinase binding [GO:0019901]; protein phosphatase 1 binding [GO:0008157]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor binding [GO:0001222]; WD40-repeat domain binding [GO:0071987]; cell cycle [GO:0007049]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to wortmannin [GO:1904568]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]","DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; leucine zipper domain binding [GO:0043522]; protein kinase binding [GO:0019901]; protein phosphatase 1 binding [GO:0008157]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; transcription corepressor binding [GO:0001222]; WD40-repeat domain binding [GO:0071987]","catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-DNA complex [GO:0032993]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; U2-type catalytic step 2 spliceosome [GO:0071007]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00625, ECO:0000269|PubMed:10570151}. Nucleus speckle {ECO:0000255|PROSITE-ProRule:PRU00625, ECO:0000269|PubMed:10570151}. Cytoplasm {ECO:0000269|PubMed:10570151}. Note=May shuttle between cytoplasm and nucleus. {ECO:0000269|PubMed:10570151}.","","Q6A068",12.93606737,14.20853921,14.18363538,12.94196459,0.988826641,0.009503303,0.009503303,0.988826641,0.997072537,"Cdc5l"
